Tags,Article Content,Date posted,Author
Rapper Cardi B criticises Trump over US government shutdown,"Rapper Cardi B criticised US President Donald Trump for ordering federal government workers to return to work without pay amid the ongoing partial government shutdown. In an Instagram post, Cardi B said the country is in a ""hellhole"" and added the partial shutdown couldn't be compared to the one that occurred over the Affordable Care Act during Barack Obama's presidency.",17 Jan,Anmol Sharma
Katrina approached for Akshay starrer 'Sooryavanshi': Report,"Actress Katrina Kaif was approached to star opposite Akshay Kumar in the upcoming Rohit Shetty directorial 'Sooryavanshi', as per reports. Akshay will reportedly be seen portraying the character of an Anti-Terrorism Squad (ATS) officer in the film. Earlier reports had suggested actress Pooja Hegde would feature in the film as the female lead character. ",17 Jan,Pragya Swastik
"#MeToo movement great, but due process is needed: Emraan","Speaking about the #MeToo movement, actor Emraan Hashmi said, ""It’s a great movement but there has to be some kind of due process."" ""We just jump the gun and start making accusations,"" he added. Addressing the sexual harassment allegations against filmmaker Rajkumar Hirani, Emraan said, ""If the allegations are true, then there has to be some kind of action taken.""",17 Jan,Pragya Swastik
Kangana's 'Manikarnika' to be screened for President Kovind,"President Ram Nath Kovind on Friday will attend a special screening of Kangana Ranaut starrer 'Manikarnika: The Queen of Jhansi' at Rashtrapati Bhavan. ""Our...team is...looking forward to present 'Manikarnika'...to the most important entity of the Republic of India, our Hon'ble President,"" Kangana said. The film, which is co-directed by Kangana, also features Ankita Lokhande and Danny Denzongpa.",17 Jan,Arshiya Chopra
No reason given: Taapsee on drop from 'Pati Patni...' remake,"Opening up about being dropped from the cast of the upcoming remake of the 1978 film 'Pati Patni Aur Woh', actress Taapsee Pannu said she wasn’t given a ""proper reason"" by the film's makers. ""I was asked to clear my schedule and I complied...But they suddenly vanished,” the actress added. ""I deserve an answer. This is disheartening,” Taapsee further said.",17 Jan,Arshiya Chopra
2.7 bn records leaked online from cloud service MEGA: Report,"New Zealand-based cloud service platform MEGA has reportedly been breached and 87 GB of data with 12,000 files have been compromised, containing nearly 2.7 billion records. The files reportedly contain around 22 million unique passwords and over 772 million email IDs. The data leak is said to contain information collected from multiple data breaches dating back to 2008.",17 Jan,Pragya Swastik
Allow users to delete their data 'on demand': Apple CEO Cook,"Apple CEO Tim Cook, in a Time magazine article, has written that people should have the power to ""delete their data on demand, freely, easily and online, once and for all"". Cook said the US Federal Trade Commission should establish a ""data-broker clearinghouse"" to help users track their information. He added all data brokers should be registered on the same.",17 Jan,Pragya Swastik
Flu is curable but Cong leaders' mental illness not: Goyal,"Union Minister Piyush Goyal on Thursday said flu is curable but it is difficult to cure Congress leaders' ""mental illness"". His comment came after Congress MP BK Hariprasad's 'swine flu' dig at BJP chief Amit Shah. Goyal added, ""The kind of ugly and indecent comments Congress MP BK Hariprasad"" have made, show the ""standards of the Congress"".",17 Jan,Gaurav Shroff
"Man seeks divorce citing wife's addiction with cell phone, selfies","A man from Madhya Pradesh had sought divorce from his wife, citing her alleged addiction with mobile phone and selfies. The man claimed his wife spent most of her time clicking selfies, adding that she even forgot to serve him food at times, following which he took her phone away. The duo sorted out their differences following court-ordered couples' counselling.",17 Jan,Gaurav Shroff
Teen carries mother's body on cycle as locals refuse help,"A 17-year-old boy carried the body of his 45-year-old deceased mother on a bicycle in Odisha as locals refused to help him allegedly because they belonged to a lower caste. The teen reportedly carried the body to a nearby forest to bury it. She died after falling to the ground as she went to fetch water, the reports added.",17 Jan,Krishna Veera Vanamali
Former Mrs Rajasthan accused in ₹2.28 crore forgery case,"Former Mrs Rajasthan and an assistant administrative officer in Ajmer Discom, Annapurna Sain, has been accused of forging the salary sheets of employees working with the organisation which amounted to ₹2.28 crore. The money was transferred in the bank accounts of 65 people, police said. Five account holders have been identified in connection with the fraud, the police added.",17 Jan,Krishna Veera Vanamali
"8 killed, 10 injured in car bombing at Colombia police academy","At least eight people were killed and 10 others were injured on Thursday after a car bomb exploded at a police academy in Colombia's capital Bogotá, the Defence Ministry said. The vehicle reportedly rammed into the academy grounds before the explosion. Colombian President Iván Duque called it a ""terrorist act"", although it is currently unclear who was behind the attack.",17 Jan,Nandini Sinha
I'll take it: Meghan Markle after being called 'fat lady',"On being called a ""fat lady"" by a pensioner on Wednesday, the Duchess of Sussex Meghan Markle said, ""I'll take it."" The elderly woman made the comment meant as a compliment about Markle's growing baby bump, as the 37-year-old visited an animal welfare charity in London. Markle revealed earlier this week that she is six months pregnant.",17 Jan,Nandini Sinha
"Cabinet clears ₹22,594-cr plan to expand Numaligarh Refinery","Union Minister Piyush Goyal has said the Cabinet has approved tripling the capacity of Assam's Numaligarh Refinery from 3 MMTPA to 9 MMTPA at a cost of ₹22,594 crore. This also includes setting up an oil pipeline from Paradip to Numaligarh and product pipeline from Numaligarh to Siliguri. The project aims to meet demand for petroleum products in Northeast India. ",17 Jan,Rahel Philipose
Bombay HC to hear Kotak’s plea on stake dilution in March,The Bombay High Court on Thursday adjourned the hearing of Kotak Mahindra Bank's petition against the Reserve Bank of India (RBI) over promoter stake reduction to March 12. The RBI has sought more time to file its reply to the bank's petition. The Uday Kotak-led bank was barred from reducing promoter holding to mandated level through a preference share sale.,17 Jan,Rahel Philipose
India to bar private refiners from using Iran oil quota: Reports,The government will reportedly not share the limited supply of Iranian crude with private refiners. It has reportedly asked the four state-run refiners to share the 9 million barrels of Iranian oil available monthly under a 180-day waiver from US sanctions. Essar Oil was allowed to buy about half of the Iran volumes when similar curbs were imposed in 2012.,17 Jan,Rahel Philipose
Husband on phone: Neetu on 'date selfie' after 38 years of marriage,"Actress Neetu Kapoor took to Instagram to share a picture of herself on a lunch date with her husband and actor Rishi Kapoor. ""Lunch date...this is what happens after 38 years of marriage...husband on the phone and I am clicking selfies,"" Neetu wrote alongside the picture. Notably, Neetu and Rishi will be celebrating their 39th marriage anniversary next week.",17 Jan,Anmol Sharma
Twinkle shares #18yearchallenge on 18 years of marriage with Akshay,"In several posts with #18yearchallenge, actress Twinkle Khanna on her 18th marriage anniversary revealed what her husband and actor Akshay Kumar gave her on the occasion. ""He (Akshay Kumar) didn't give me private jet...a date with my childhood crush Rob Lowe...kept all the hugs for himself,"" Twinkle said. ""Fortunately, he gave me 18 years of solid friendship,"" she added. ",17 Jan,Anmol Sharma
Northern Ireland footballer filmed masturbating on road with friend,"Northern Ireland footballer Gavin Whyte was caught on camera masturbating on a street alongside his friend during a drunken night out. Whyte's club Oxford United branded his conduct unacceptable and insisted that it was a ""moment of madness"" and ""totally out of character"". The police will be investigating the matter and Whyte is expected to be penalised by his club.",17 Jan,Pragya Swastik
"Warner bats right handed for 3 balls, smashes 14 runs against Gayle","Sylhet Sixers captain David Warner, originally a left-handed batsman, batted right handed for three balls against Rangpur Riders' all-rounder Chris Gayle in BPL on Wednesday. The 32-year-old scored two batting left handed off the first three deliveries in Gayle's third over. He then batted right handed and smashed 14 runs including a six and two fours on the remaining deliveries.",17 Jan,Pragya Swastik
